,name,university,type,location,duration,link
23,Philosophy: Moral and Political Philosophy,Leiden University,Master,Leiden,1 year,https://www.studyinnl.org//dutch-education/studies/philosophy-moral-and-political-philosophy-3827
24,International Bachelor in Psychology,Leiden University,Bachelor,Leiden,3 years,https://www.studyinnl.org//dutch-education/studies/international-bachelor-in-psychology-3505
25,Biology,Leiden University,Master,Leiden,2 years,https://www.studyinnl.org//dutch-education/studies/biology-402
26,Taal in gebruik,Leiden University,Bachelor,Leiden,3 years,https://www.studyinnl.org//dutch-education/studies/taal-in-gebruik-3523
27,Psychology: Social and Organisational Psychology,Leiden University,Master,Leiden,1 year,https://www.studyinnl.org//dutch-education/studies/psychology-social-and-organisational-psychology-3939
28,Computer Science and Business Studies,Leiden University,Master,Leiden,2 years,https://www.studyinnl.org//dutch-education/studies/computer-science-and-business-studies-57556
29,Psychology: Methodology and Statistics in Psychology,Leiden University,Master,Leiden,1 year,https://www.studyinnl.org//dutch-education/studies/psychology-methodology-and-statistics-in-psychology-3937
30,European and International Business Law (Advanced LL.M.),Leiden University,Master,Leiden,11 months,https://www.studyinnl.org//dutch-education/studies/european-and-international-business-law-advanced-llm-411
31,Psychology: Economic and Consumer Psychology,Leiden University,Master,Leiden,1 year,https://www.studyinnl.org//dutch-education/studies/psychology-economic-and-consumer-psychology-3933
32,Classics and Ancient Civilizations: Hebrew and Aramaic Studies,Leiden University,Master,Leiden,11 months,https://www.studyinnl.org//dutch-education/studies/classics-and-ancient-civilizations-hebrew-and-aramaic-studies-3818
